Name,Sweep (T1),,,
Date,14/07/2025,,,
Time,17:13:12,,,
Instrument,FPC1000 - 101497/002,,,
Firmware Version,V1.10,,,
Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,
Uplink,- - -,,,
Downlink,- - -,,,
Channel,- - -,,,
Center Frequency,250000000,Hz,,
Frequency Offset,0,Hz,,
Span,500000000,Hz,,
Ref Level,-41.7,dBm,,
Ref Offset,-2.3,dB,,
Ref Position,1.00,,,
Range,30,dB,,
RF Attenuation,Manual,,,
RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,
RF Input,50 Ω,,,
RBW,1000000,Hz,,
VBW,3000,Hz,,
SWT,0.417,s,,
Trigger Mode,Free Run,,,
Trigger Level,- - -,,,
Trigger Delay,- - -,,,
Trace Mode,Average,,,
Trace Math,Trace - Mem,,,
Trace Detector,Sample,,,
Primary Transducer,- - -,,,
Secondary Transducer,- - -,,,
Isotropic Antenna,Off,,,
Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,
Marker 1,240287598.8,Hz,,
Marker 1 Value,-61.58,dB,,

Frequency [Hz],Magnitude [dBm],,,
0,-3.61090731620789,,,
423011.844331641,-31.8533000946045,,,
846023.688663283,-48.207202911377,,,
1269035.53299492,-57.6389923095703,,,
1692047.37732657,-58.3105926513672,,,
2115059.22165821,-58.3263282775879,,,
2538071.06598985,-58.074535369873,,,
2961082.91032149,-58.9688758850098,,,
3384094.75465313,-59.3090934753418,,,
3807106.59898477,-59.4150581359863,,,
4230118.44331641,-58.2420997619629,,,
4653130.28764805,-58.6193199157715,,,
5076142.1319797,-59.2623405456543,,,
5499153.97631134,-58.8703002929688,,,
5922165.82064298,-58.8506889343262,,,
6345177.66497462,-59.018482208252,,,
6768189.50930626,-59.1283264160156,,,
7191201.3536379,-59.4897727966309,,,
7614213.19796954,-58.9462661743164,,,
8037225.04230118,-59.0973091125488,,,
8460236.88663283,-58.4659576416016,,,
8883248.73096447,-58.2303619384766,,,
9306260.57529611,-60.0855369567871,,,
9729272.41962775,-58.5067939758301,,,
10152284.2639594,-58.8598937988281,,,
10575296.108291,-58.815746307373,,,
10998307.9526227,-59.0894241333008,,,
11421319.7969543,-59.2476806640625,,,
11844331.641286,-59.0746688842773,,,
12267343.4856176,-59.3790512084961,,,
12690355.3299492,-59.3652267456055,,,
13113367.1742809,-58.9465103149414,,,
13536379.0186125,-58.9395217895508,,,
13959390.8629442,-58.3980865478516,,,
14382402.7072758,-58.8585357666016,,,
14805414.5516074,-59.0218887329102,,,
15228426.3959391,-59.3889045715332,,,
15651438.2402707,-58.3111343383789,,,
16074450.0846024,-58.7087211608887,,,
